TMALPI_LH,Magnetizing Prayer,༄༅། །དབང་སྡུད་གསོལ་འདེབས།
TMU3GW_LH,"Verses of Homage to the Buddhas and Bodhisattvas Together with their Mantras Arranged for Recitation by Practitioners of All Levels Our Compassionate Teacher, Śākyamuni Glorious Vajrasattva Amitāyus, Buddha of Limitless Life and Wisdom Amitābha, Buddha of Limitless Light Buddha Ratnaśikhin Blessed Bhaiṣajya Guru, Buddha of Medicine Buddha's Regent, the Protector Maitreya Noble Avalokiteśvara Noble Lord Mañjuśrī Vajravidāraṇa Noble Vijayā, Goddess of Victory Noble Saviouress Tārā Prayer to the Guru, the Embodiment of All the Buddhas Finally, the Wrathful Union of Hayagrīva, Vajrapāṇi and Garuḍa Dedication",༄༅། །རྒྱལ་བ་སྲས་དང་བཅས་པའི་མཚན་ཕྱག་འགའ་ཞིག་མཆོག་དམན་ཀུན་གྱི་ཞལ་འདོན་དུ་བསྒྲིགས་པ་བཞུགས་སོ། །
TMSUZV_LH,Thunderous Melody In Praise of the Omniscient Gorampa Sonam Senge,༄༅། །ཀུན་མཁྱེན་གོ་རམས་པ་བསོད་ནམས་སེང་གེ་ལ་བསྟོད་པ་དབྱངས་ཀྱི་འབྲུག་སྒྲ་ཞེས་བྱ་བ་བཞུགས།
TM527N_LH,"In Praise of Padmākara, the Great Guru of Uḍḍiyāna",༄༅། །ཨུ་རྒྱན་གྱི་སློབ་དཔོན་ཆེན་པོ་པདྨ་འབྱུང་གནས་ལ་བསྟོད་པ།
TMF62U_LH,The Three Kāyas: Praises to the Great Master Padmasambhava,༄༅། །སློབ་དཔོན་ཆེན་པོའི་བསྟོད་པ་སྐུ་གསུམ་མ་ཞེས་བྱ་བ་བཞུགས་སོ། །
TMK802_LH,A Praise to the Lotus King 1,༄༅། །པདྨའི་རྒྱལ་པོའི་བསྟོད་པ་བཞུགས།
TMTBF7_LH,Fully Blossomed Learning and Contemplation In Praise of the Great Spiritual Friend Jamyang Gyaltsen,༄༅། །དགེ་བའི་བཤེས་གཉེན་ཆེན་པོ་འཇམ་དབྱངས་རྒྱལ་མཚན་ལ་བསྟོད་པ་ཐོས་བསམ་རབ་རྒྱས་བཞུགས་སོ།།
TM0NAB_LH,In Praise of Jamyang Khyentse Wangpo,༄༅། །འཇམ་དབྱངས་མཁྱེན་བརྩེའི་དབང་པོ་ལ་བསྟོད་པ་བཞུགས། །
TMIII3_LH,The Bestowal of Supreme Blessings In Praise of the Vajradhara Loter Wangpo,༄༅། །རྡོ་རྗེ་འཆང་བློ་གཏེར་དབང་པོ་ལ་བསྟོད་པ་བྱིན་རླབས་མཆོག་སྩོལ་ཞེས་བྱ་བ་བཞུགས་སོ།།
TMVZA4_LH,In Praise of Jigme Lingpa’s Pre-Eminence,༄༅། །འཇིགས་མེད་གླིང་པ་ལ་ཁྱད་འཕགས་བསྟོད་པ་བཞུགས།
TM7ARN_LH,Sweet Melody to Delight the Glorious Deity In Praise of Śrī Kālīdevī,༄༅། །དཔལ་ཀཱ་ལཱི་དེ་ཝིར་བསྟོད་པ་དཔལ་ལྷ་དགྱེས་པའི་དབྱངས་སྙན་བཞུགས་སོ།།
TM9MQ5_LH,Beautiful Adornment of the Earth: A Praise,༄༅། །བསྟོད་པ་ས་གཞིའི་མཛེས་རྒྱན་བཞུགས།
TMDOBV_LH,Cutting through the Four Demons in Absolute Space In Praise of Machik Labdrön,༄༅། །མ་གཅིག་ལབ་སྒྲོན་ལ་བསྟོད་པ་བདུད་བཞི་དབྱིངས་གཅོད་ཅེས་བྱ་བ་བཞུགས་སོ།།
TMWFF8_LH,Music to Delight the Ḍākinī A Praise to the Deathless Mandāravā,༄༅། །འཆི་མེད་མནྡཱ་ར་བ་ལ་བསྟོད་པ་ཌཱ་ཀི་དགྱེས་པའི་རོལ་མོ་ཞེས་བྱ་བ་བཞུགས་སོ། །
TMNILW_LH,Praise and Prayer to the Five Families of Mañjuśrī,༄༅། །འཇམ་དཔལ་རིགས་ལྔར་བསྟོད་གསོལ་བཞུགས།    །
TMH7AY_LH,The Swift Infusion of Blessings In Praise of Mañjughoṣa,༄༅། །འཇམ་དབྱངས་བསྟོད་པ་བྱིན་རླབས་མྱུར་འཇུག་བཞུགས་སོ། །
TMR4PR_LH,In Praise of Mañjuśrī: Increasing Intelligence to the Full,༄༅། །འཇམ་དཔལ་བསྟོད་པ་ཤེས་རབ་རབ་འཕེལ་བཞུགས།
TM5I0M_LH,The Great Treasure of Blessings In Praise of Mañjuśrī,༄༅། །འཇམ་དཔལ་བསྟོད་པ་བྱིན་རླབས་གཏེར་ཆེན་བཞུགས་སོ། །
TMXS4J_LH,In Praise of the Protector Mañjughoṣa,༄༅། །མགོན་པོ་འཇམ་པའི་དབྱངས་ལ་བསྟོད་པ།
TM4RIO_LH,The Praise to Mañjuśrī: Glorious Wisdom’s Excellent Qualities,༄༅། །དཔལ་ཡེ་ཤེས་ཡོན་ཏན་བཟང་པོ་ཞེས་བྱ་བའི་བསྟོད་པ།
TM3WLN_LH,The Praise to Mañjuśrī: Glorious Wisdom’s Excellent Qualities,༄༅། །དཔལ་ཡེ་ཤེས་ཡོན་ཏན་བཟང་པོ་ཞེས་བྱ་བའི་བསྟོད་པ།
TMLSVL_LH,In Praise of the Goddess Mārīcī,༄༅། །ལྷ་མོ་འོད་ཟེར་ཅན་ལ་བསྟོད་པ། །
TMJ8DQ_LH,Homage to Milarepa,༄༅། །རྗེ་བཙུན་མི་ལ་རས་པ་ལ་བསྟོད་པ།
TMJOVC_LH,The Purifier of Ethical Discipline An Aspirational Praise to Vajradhara Kunga Zangpo,༄༅། །རྡོ་རྗེ་འཆང་ཀུན་དགའ་བཟང་པོ་ལ་བསྟོད་སྨོན་ཚུལ་ཁྲིམས་དག་བྱེད་ཅེས་བྱ་བ་བཞུགས་སོ།    །
TMGHX4_LH,In Praise of Patrul Orgyen Jigme Chökyi Wangpo,༄༅། །ཨོ་རྒྱན་འཇིགས་མེད་ཆོས་ཀྱི་དབང་པོ་ལ་བསྟོད་ཅིང་གསོལ་བ་བཞུགས།
TMGUK5_LH,In Praise of Yangleshö in Nepal,༄༅། །བལ་ཡུལ་ཡང་ལེ་ཤོད་ཀྱི་གནས་བསྟོད་བཞུགས།
TMKC33_LH,Gentle Splendour 1 Praises to the Great Abbot Śāntarakṣita,༄༅། །མཁན་ཆེན་བསྟོད་པ་འཇམ་དཔལ་མ་ཞེས་བྱ་བ་བཞུགས་སོ། །
TMSLP0_LH,Ripples on the Ganges In Praise of the Goddess Sarasvatī,༄༅། །ལྷ་མོ་དབྱངས་ཅན་ལ་བསྟོད་པ་གངྒཱའི་རླབས་ཕྲེང་ཞེས་བྱ་བ།
TMU1L1_LH,The Sweet Sound of Perfect Joy In Praise of the Goddess Sarasvatī,༄༅།  །ལྷ་མོ་དབྱངས་ཅན་མ་ལ་བསྟོད་པ་རབ་དགའི་དབྱངས་སྙན་བཞུགས།
TMNY97_LH,"Praise of Sarasvatī, Goddess of Eloquence",༄༅། །སྒྲ་དབྱངས་ལྷ་མོ་དབྱངས་ཅན་མ་ལ་བསྟོད་པ།
TM09EH_LH,An Extremely Concise Praise of the Twenty-One Tārās,༄༅། །སྒྲོལ་མ་ཉེར་གཅིག་གི་བསྟོད་པ་བསྡུས་པ་བཞུགས་སོ།།
TMJMSD_LH,"The Praise to Tārā with Twenty-One Verses of Homage, and the Excellent Benefits of Reciting the Praise The Excellent Benefits of the Praise",༄༅། །སྒྲོལ་མ་ལ་ཕྱག་འཚལ་ཉི་ཤུ་རྩ་གཅིག་གིས་བསྟོད་པ་ཕན་ཡོན་དང་བཅས་པ།
TMPLCH_LH,The Fulfilment of All Aspirations In Praise of Noble Tārā,༄༅། །འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ་སྨོན་ལམ་གྲུབ་པ་ཞེས་བྱ་བ།
TMRSDP_LH,In Praise of the Three Jewels,༄༅། །དཀོན་མཆོག་གསུམ་གྱི་བསྟོད་པ་བཞུགས།
TM555L_LH,In Praise of the Three Jewels,༄༅། །དཀོན་མཆོག་གསུམ་གྱི་བསྟོད་པ་བཞུགས།
TM18UK_LH,Snowy Lands: Praises to the Great Dharma Emperor Tri Songdetsen,༄༅། །ཆོས་རྒྱལ་ཆེན་པོའི་བསྟོད་པ་གངས་ཅན་མ་ཞེས་བྱ་བ་བཞུགས་སོ། །
TMQZY5_LH,A Song to Delight Vaiśravaṇa Praise of the Great King Vaiśravaṇa,༄༅། །རྒྱལ་ཆེན་རྣམ་ཐོས་སྲས་ཀྱི་བསྟོད་པ་ངལ་བསོས་དགྱེས་གླུ།
TMX786_LH,A Song of Innermost Praise to Vajrasattva,༄༅། །རྡོ་རྗེ་སེམས་དཔའ་ལ་ཡང་སྙིང་གི་བསྟོད་པའི་གླུ།
TMGU4Q_LH,The Staircase Ascending to Khecara A Praise in Accord with the Arrangement of the Realm of Holy Nāro Khecarī,༄༅། །རྗེ་བཙུན་ནཱ་རོ་མཁའ་སྤྱོད་མའི་ཞིང་གི་བཀོད་པ་དང་མཐུན་པར་བསྟོད་པ་མཁའ་སྤྱོད་བགྲོད་པའི་ཐེམ་སྐས་བཞུགས།
TMMOX0_LH,The Hero's Bellowing Laughter In Praise of the Lord of Yogins,༄༅། །རྣལ་འབྱོར་དབང་ཕྱུག་ལ་བསྟོད་པ་དགྱེས་མཛད་དཔའ་བོའི་གད་རྒྱངས་ཞེས་བྱ་བ་བཞུགས་སོ། །
TMX5DF_LH,"The Perfection of Wisdom, Mother of All Tathāgatas, ‘In One Syllable’ 1",༄༅། །དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ཡུམ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་ཡི་གེ་གཅིག་མ་ཞེས་བྱ་བ། །
TME3RP_LH,Guru Yoga of the Great Learned and Accomplished Ācārya Haribhadra,༄༅། །མཁས་དང་གྲུབ་པའི་སློབ་དཔོན་ཆེན་པོ་སེངྒེ་བཟང་པོའི་བླ་རྣམ་བཞུགས་སོ།  །
TMKT5G_LH,A Brief Visualization and Recitation of the Great Mother Prajñāpāramitā,༄༅། །ཡུམ་ཆེན་བསྒོམ་བཟླས་མདོར་བསྡུས་ནི།
TM7K5K_LH,"The Ambrosia of Blessings A Prayer to Drodül Pawo Dorje, Vidyādhara of Unparalleled Kindness",༄༅། །བཀའ་དྲིན་མཉམ་མེད་རིག་འཛིན་འགྲོ་འདུལ་དཔའ་བོ་རྡོ་རྗེ་ལ་གསོལ་བ་འདེབས་པ་བྱིན་རླབས་བདུད་རྩི་ཞེས་བྱ་བ།
TM83UW_LH,"A Prayer to the Precious Teacher of Incomparable Kindness, Jamyang Lungtok Gyaltsen",༄༅། །བཀའ་དྲིན་མཚུངས་མེད་བླ་མ་རིན་པོ་ཆེ་ལུང་རྟོགས་རྒྱལ་མཚན་གྱི་གསོལ་འདེབས། །
TML5JH_LH,Prayer to Buddha Amitābha,༄༅། །འོད་དཔག་མེད་ཀྱི་གསོལ་འདེབས། །
TMWFTV_LH,Prayer to Amitāyus,༄༅། །ཚེ་དཔག་གསོལ་འདེབས།
TM9DBG_LH,A Prayer to Amitāyus,༄༅། །ཚེ་དཔག་མེད་ཀྱི་གསོལ་འདེབས་བཞུགས།
TMO5R9_LH,A Prayer to Chöying Dorje,༄༅། །ཆོས་དབྱིངས་རྡོ་རྗེའི་གསོལ་འདེབས་བཞུགས༔
TMOF2V_LH,A Short Prayer to Chöying Dorje,༄༅། །ཆོས་དབྱིངས་རྡོ་རྗེའི་གསོལ་འདེབས་བཞུགས༔
TM27AI_LH,Brief Sukhāvatī Aspiration,༄༅། །བདེ་སྨོན་བསྡུས་པ།
TM0NVP_LH,Short Prayer to Atiśa,༄༅། །ཇོ་བོ་ཨ་ཏི་ཤའི་གསོལ་འདེབས།
TMV4S4_LH,Prayer to Avalokiteśvara,༄༅། །སྤྱན་རས་གཟིགས་ཀྱི་གསོལ་འདེབས། །
TM8G3K_LH,The Vision A Prayer to Ārya Avalokiteśvara,༄༅། །འཕགས་པའི་གསོལ་འདེབས་ཞལ་མཐོང་མ་བཞུགས། །
TMRODK_LH,Prayer to Avalokiteśvara,༄༅། །སྤྱན་རས་གཟིགས་ལ་གསོལ་འདེབས།
TMUTW0_LH,Vajra Speech of the Prayer to Noble Avalokiteśvara from the Great Siddha Thangtong Gyalpo's Life as Bhikṣu Padma Karpo,༄༅། །རྗེ་གྲུབ་ཐོབ་ཆེན་པོ་དགེ་སློང་པདྨ་དཀར་པོ་སྐྱེ་བ་བཞེས་པའི་ཚེ་འཕགས་པ་སྤྱན་རས་གཟིགས་ལ་གསོལ་བ་བཏབ་པའི་རྡོ་རྗེའི་གསུང་བཞུགས་སོ།།
TMNG42_LH,"Prayer for this Life, the Next and the Bardos",༄༅། །འདི་ཕྱི་བར་དོ་གསུམ་དུ་སྐྱོབ་པའི་གསོལ་འདེབས།
TM37DT_LH,The Tambura’s 1 Yearning Song of Devotion A Prayer Summarizing Khandro Yeshé Tsogyal’s Life and Liberation,༄༅། །མཁའ་འགྲོའི་གཙོ་མོ་ཡེ་ཤེས་མཚོ་རྒྱལ་གྱི་རྣམ་ཐར་མདོར་བསྡུས་སྒོ་ནས་གསོལ་བ་འདེབས་པ་མོས་གུས་གདུང་བའི་ཏམྦུ་ར་བཞུགས་སོ། །
TMMRSN_LH,"A Prayer Recalling the Life and Liberation of the Great Perfection Adept Rangjung Dorje (‘Naturally Arisen Vajra’), Jigme Lingpa",༄༅། །རྫོགས་ཆེན་པ་རང་བྱུང་རྡོ་རྗེའི་རྣམ་ཐར་གསོལ་འདེབས་བཞུགས།
TMWD1I_LH,Prayer Recalling the Life and Liberation of the Mañjunātha Guru,༄༅།    །འཇམ་མགོན་བླ་མའི་རྣམ་ཐར་གསོལ་འདེབས་བཞུགས་སོ།    །
TMGA7Y_LH,A Prayer Recounting the Lives and Liberation of the Exalted Ḍākinī Mandāravā 1,ཌཱ་ཀིའི་གཙོ་མོ་མནྡྷ་ར་བའི་རྣམ་ཐར་གསོལ་འདེབས། །
